,GENDER,RACE,AGE_GROUP,COUNTY,VIOLENT,PROPERTY,F_DRUGOFF,F_SEXOFF,F_ALLOTHER,F_TOTAL,M_TOTAL,S_TOTAL
70096,Male,Black,Under 18,Tulare County,11,16,4,2,11,44,81,6
70097,Male,Black,Under 18,Tuolumne County,1,0,0,0,0,1,0,0
70098,Male,Black,Under 18,Ventura County,6,15,1,0,7,29,94,39
70099,Male,Black,Under 18,Yolo County,14,14,2,1,8,39,42,3
70100,Male,Black,Under 18,Yuba County,0,0,2,0,0,2,7,1
70101,Male,Black,18 to 19,Alameda County,214,170,166,9,140,699,580,0
70102,Male,Black,18 to 19,Alpine County,0,0,0,0,0,0,1,0
70103,Male,Black,18 to 19,Amador County,0,0,2,0,1,3,0,0
70104,Male,Black,18 to 19,Butte County,6,6,1,0,3,16,33,0
70105,Male,Black,18 to 19,Calaveras County,0,0,0,0,0,0,3,0
70106,Male,Black,18 to 19,Colusa County,0,1,0,0,0,1,4,0
70107,Male,Black,18 to 19,Contra Costa County,108,74,58,6,74,320,250,0
70108,Male,Black,18 to 19,El Dorado County,0,0,1,0,1,2,6,0
70109,Male,Black,18 to 19,Fresno County,68,36,33,4,38,179,239,0
70110,Male,Black,18 to 19,Glenn County,0,0,0,0,0,0,1,0
70111,Male,Black,18 to 19,Humboldt County,1,1,0,0,0,2,11,0
70112,Male,Black,18 to 19,Imperial County,2,1,0,0,3,6,19,0
70113,Male,Black,18 to 19,Inyo County,1,0,0,0,0,1,1,0
70114,Male,Black,18 to 19,Kern County,79,90,25,1,40,235,195,0
70115,Male,Black,18 to 19,Kings County,4,0,3,0,2,9,18,0
70116,Male,Black,18 to 19,Lake County,1,1,1,0,1,4,7,0
70117,Male,Black,18 to 19,Lassen County,0,1,0,0,0,1,3,0
70118,Male,Black,18 to 19,Los Angeles County,864,875,358,21,523,2641,2539,0
70119,Male,Black,18 to 19,Madera County,2,0,2,0,2,6,7,0
70120,Male,Black,18 to 19,Marin County,10,8,4,0,6,28,46,0
70121,Male,Black,18 to 19,Mendocino County,3,0,0,0,0,3,6,0
70122,Male,Black,18 to 19,Merced County,16,12,4,0,10,42,43,0
70123,Male,Black,18 to 19,Modoc County,0,0,0,0,0,0,1,0
70124,Male,Black,18 to 19,Monterey County,8,7,6,1,0,22,30,0
70125,Male,Black,18 to 19,Napa County,4,6,1,0,3,14,13,0
70126,Male,Black,18 to 19,Nevada County,2,0,0,0,0,2,3,0
70127,Male,Black,18 to 19,Orange County,24,56,11,1,16,108,171,0
70128,Male,Black,18 to 19,Placer County,2,9,2,0,1,14,28,0
70129,Male,Black,18 to 19,Plumas County,1,2,0,0,0,3,2,0
70130,Male,Black,18 to 19,Riverside County,94,130,35,9,87,355,257,0
70131,Male,Black,18 to 19,Sacramento County,169,174,98,6,105,552,462,0
70132,Male,Black,18 to 19,San Benito County,1,0,0,0,1,2,1,0
70133,Male,Black,18 to 19,San Bernardino County,181,218,88,5,69,561,476,0
70134,Male,Black,18 to 19,San Diego County,164,119,53,6,84,426,614,0
70135,Male,Black,18 to 19,San Francisco County,122,78,146,0,101,447,207,0
70136,Male,Black,18 to 19,San Joaquin County,76,65,28,2,44,215,213,0
70137,Male,Black,18 to 19,San Luis Obispo County,2,2,0,0,3,7,27,0
70138,Male,Black,18 to 19,San Mateo County,24,29,17,0,17,87,86,0
70139,Male,Black,18 to 19,Santa Barbara County,7,7,4,0,6,24,67,0
70140,Male,Black,18 to 19,Santa Clara County,56,43,27,3,15,144,205,0
70141,Male,Black,18 to 19,Santa Cruz County,1,5,2,0,3,11,20,0
70142,Male,Black,18 to 19,Shasta County,4,3,3,0,1,11,9,0
70143,Male,Black,18 to 19,Siskiyou County,1,3,0,0,1,5,3,0
70144,Male,Black,18 to 19,Solano County,54,46,32,0,37,169,194,0
70145,Male,Black,18 to 19,Sonoma County,6,10,4,4,6,30,39,0
70146,Male,Black,18 to 19,Stanislaus County,20,15,5,0,9,49,66,0
70147,Male,Black,18 to 19,Sutter County,5,3,0,0,2,10,14,0
70148,Male,Black,18 to 19,Tehama County,0,0,0,0,0,0,4,0
70149,Male,Black,18 to 19,Tulare County,10,9,5,1,10,35,19,0
70150,Male,Black,18 to 19,Tuolumne County,1,0,0,0,0,1,0,0
70151,Male,Black,18 to 19,Ventura County,11,20,6,0,13,50,57,0
70152,Male,Black,18 to 19,Yolo County,6,7,2,0,6,21,30,0
70153,Male,Black,18 to 19,Yuba County,2,5,0,0,0,7,8,0
70154,Male,Black,20 to 29,Alameda County,465,348,736,27,547,2123,2634,0
70155,Male,Black,20 to 29,Amador County,1,1,1,0,3,6,5,0
70156,Male,Black,20 to 29,Butte County,19,6,11,1,10,47,109,0
70157,Male,Black,20 to 29,Calaveras County,0,1,1,0,0,2,3,0
70158,Male,Black,20 to 29,Colusa County,2,0,0,0,2,4,6,0
70159,Male,Black,20 to 29,Contra Costa County,290,229,259,14,211,1003,946,0
70160,Male,Black,20 to 29,Del Norte County,2,1,0,0,1,4,1,0
70161,Male,Black,20 to 29,El Dorado County,5,4,5,0,8,22,24,0
70162,Male,Black,20 to 29,Fresno County,238,95,148,14,163,658,987,0
70163,Male,Black,20 to 29,Glenn County,2,0,4,0,1,7,7,0
70164,Male,Black,20 to 29,Humboldt County,12,5,6,0,6,29,60,0
70165,Male,Black,20 to 29,Imperial County,8,7,4,1,8,28,54,0
70166,Male,Black,20 to 29,Inyo County,0,0,0,0,0,0,9,0
70167,Male,Black,20 to 29,Kern County,283,199,148,4,116,750,885,0
70168,Male,Black,20 to 29,Kings County,14,8,5,1,12,40,111,0
70169,Male,Black,20 to 29,Lake County,8,0,1,0,3,12,26,0
70170,Male,Black,20 to 29,Lassen County,0,0,0,0,2,2,3,0
70171,Male,Black,20 to 29,Los Angeles County,2455,1926,1791,85,1561,7818,12547,0
70172,Male,Black,20 to 29,Madera County,11,2,2,0,11,26,35,0
70173,Male,Black,20 to 29,Marin County,26,20,18,1,14,79,110,0
70174,Male,Black,20 to 29,Mariposa County,0,1,2,0,0,3,0,0
70175,Male,Black,20 to 29,Mendocino County,6,1,5,0,2,14,22,0
70176,Male,Black,20 to 29,Merced County,35,14,35,0,22,106,192,0
70177,Male,Black,20 to 29,Modoc County,0,0,1,0,0,1,3,0
70178,Male,Black,20 to 29,Mono County,0,0,1,0,0,1,0,0
70179,Male,Black,20 to 29,Monterey County,26,21,29,0,19,95,150,0
70180,Male,Black,20 to 29,Napa County,9,10,2,1,11,33,47,0
70181,Male,Black,20 to 29,Nevada County,0,0,1,0,0,1,8,0
70182,Male,Black,20 to 29,Orange County,128,141,78,9,57,413,827,0
70183,Male,Black,20 to 29,Placer County,13,15,18,2,31,79,79,0
70184,Male,Black,20 to 29,Plumas County,7,3,0,0,1,11,7,0
70185,Male,Black,20 to 29,Riverside County,314,264,162,30,191,961,1113,0
70186,Male,Black,20 to 29,Sacramento County,599,400,439,32,401,1871,2073,0
70187,Male,Black,20 to 29,San Benito County,2,0,1,0,0,3,6,0
70188,Male,Black,20 to 29,San Bernardino County,572,510,444,35,285,1846,2065,0
70189,Male,Black,20 to 29,San Diego County,540,343,292,28,277,1480,2856,0
70190,Male,Black,20 to 29,San Francisco County,278,186,566,3,316,1349,860,0
70191,Male,Black,20 to 29,San Joaquin County,222,146,95,8,154,625,879,0
70192,Male,Black,20 to 29,San Luis Obispo County,21,7,1,1,6,36,194,0
70193,Male,Black,20 to 29,San Mateo County,61,59,51,3,39,213,263,0
70194,Male,Black,20 to 29,Santa Barbara County,29,16,12,1,9,67,287,0
70195,Male,Black,20 to 29,Santa Clara County,137,136,118,14,84,489,810,0
70196,Male,Black,20 to 29,Santa Cruz County,13,12,18,0,12,55,101,0
70197,Male,Black,20 to 29,Shasta County,7,7,3,0,8,25,70,0
70198,Male,Black,20 to 29,Siskiyou County,5,4,0,0,5,14,18,0
70199,Male,Black,20 to 29,Solano County,140,82,139,4,118,483,749,0
70200,Male,Black,20 to 29,Sonoma County,32,22,27,2,18,101,174,0
70201,Male,Black,20 to 29,Stanislaus County,79,46,46,2,67,240,245,0
70202,Male,Black,20 to 29,Sutter County,18,6,6,0,2,32,37,0
70203,Male,Black,20 to 29,Tehama County,3,3,3,0,4,13,6,0
70204,Male,Black,20 to 29,Trinity County,0,0,0,0,1,1,1,0
70205,Male,Black,20 to 29,Tulare County,36,25,24,3,27,115,125,0
70206,Male,Black,20 to 29,Tuolumne County,2,1,0,0,2,5,5,0
70207,Male,Black,20 to 29,Ventura County,37,29,21,2,21,110,203,0
70208,Male,Black,20 to 29,Yolo County,14,13,9,0,25,61,116,0
70209,Male,Black,20 to 29,Yuba County,20,9,2,2,7,40,50,0
70210,Male,Black,30 to 39,Alameda County,249,292,572,7,385,1505,1821,0
70211,Male,Black,30 to 39,Amador County,1,0,1,0,1,3,3,0
70212,Male,Black,30 to 39,Butte County,5,1,4,2,4,16,64,0
70213,Male,Black,30 to 39,Calaveras County,1,0,0,0,2,3,2,0
70214,Male,Black,30 to 39,Colusa County,1,0,0,0,2,3,7,0
70215,Male,Black,30 to 39,Contra Costa County,174,120,148,11,116,569,563,0
70216,Male,Black,30 to 39,Del Norte County,1,0,0,0,1,2,1,0
70217,Male,Black,30 to 39,El Dorado County,3,1,1,0,6,11,19,0
70218,Male,Black,30 to 39,Fresno County,120,45,102,17,85,369,601,0
70219,Male,Black,30 to 39,Glenn County,1,0,0,0,0,1,3,0
70220,Male,Black,30 to 39,Humboldt County,7,0,4,0,2,13,42,0
70221,Male,Black,30 to 39,Imperial County,3,6,10,1,6,26,69,0
70222,Male,Black,30 to 39,Inyo County,0,0,0,0,0,0,1,0
70223,Male,Black,30 to 39,Kern County,118,66,99,1,57,341,474,0
70224,Male,Black,30 to 39,Kings County,12,5,6,1,8,32,72,0
70225,Male,Black,30 to 39,Lake County,5,1,3,0,5,14,24,0
70226,Male,Black,30 to 39,Lassen County,4,0,0,0,1,5,2,0
70227,Male,Black,30 to 39,Los Angeles County,1371,901,1445,79,853,4649,7327,0
70228,Male,Black,30 to 39,Madera County,2,1,7,0,8,18,12,0
70229,Male,Black,30 to 39,Marin County,10,15,10,5,10,50,71,0
70230,Male,Black,30 to 39,Mendocino County,2,1,7,0,2,12,8,0
70231,Male,Black,30 to 39,Merced County,17,9,17,3,12,58,114,0
70232,Male,Black,30 to 39,Modoc County,0,0,0,0,0,0,0,0
70233,Male,Black,30 to 39,Mono County,0,0,0,0,0,0,1,0
70234,Male,Black,30 to 39,Monterey County,20,12,15,2,7,56,96,0
70235,Male,Black,30 to 39,Napa County,2,5,6,0,7,20,16,0
70236,Male,Black,30 to 39,Nevada County,0,2,2,1,0,5,5,0
70237,Male,Black,30 to 39,Orange County,66,73,52,7,25,223,401,0
70238,Male,Black,30 to 39,Placer County,4,8,8,0,23,43,43,0
70239,Male,Black,30 to 39,Plumas County,0,0,0,0,0,0,2,0
70240,Male,Black,30 to 39,Riverside County,175,106,146,10,111,548,614,0
70241,Male,Black,30 to 39,Sacramento County,330,203,258,22,219,1032,1220,0
70242,Male,Black,30 to 39,San Benito County,0,0,0,0,0,0,3,0
70243,Male,Black,30 to 39,San Bernardino County,311,273,319,31,134,1068,1167,0
70244,Male,Black,30 to 39,San Diego County,269,139,249,16,136,809,1435,0
70245,Male,Black,30 to 39,San Francisco County,236,149,643,6,173,1207,738,0
70246,Male,Black,30 to 39,San Joaquin County,100,73,72,5,86,336,510,0
70247,Male,Black,30 to 39,San Luis Obispo County,17,1,4,7,2,31,126,0
70248,Male,Black,30 to 39,San Mateo County,32,24,37,2,20,115,162,0
70249,Male,Black,30 to 39,Santa Barbara County,11,7,10,2,7,37,105,0
70250,Male,Black,30 to 39,Santa Clara County,71,69,79,10,39,268,450,0
70251,Male,Black,30 to 39,Santa Cruz County,15,6,7,0,9,37,58,0
70252,Male,Black,30 to 39,Shasta County,4,0,6,0,5,15,29,0
70253,Male,Black,30 to 39,Siskiyou County,1,1,3,0,2,7,7,0
70254,Male,Black,30 to 39,Solano County,91,47,106,3,54,301,462,0
70255,Male,Black,30 to 39,Sonoma County,15,11,24,0,9,59,119,0
70256,Male,Black,30 to 39,Stanislaus County,32,42,34,3,25,136,155,0
70257,Male,Black,30 to 39,Sutter County,4,3,1,0,1,9,17,0
70258,Male,Black,30 to 39,Tehama County,2,0,1,0,0,3,4,0
70259,Male,Black,30 to 39,Trinity County,0,0,0,0,0,0,0,0
70260,Male,Black,30 to 39,Tulare County,20,9,16,1,11,57,59,0
70261,Male,Black,30 to 39,Tuolumne County,1,0,0,0,2,3,0,0
70262,Male,Black,30 to 39,Ventura County,21,16,10,1,13,61,124,0
70263,Male,Black,30 to 39,Yolo County,15,13,6,0,11,45,71,0
70264,Male,Black,30 to 39,Yuba County,5,5,3,0,4,17,28,0
70265,Male,Black,40 to 69,Alameda County,331,415,948,34,505,2233,3393,0
70266,Male,Black,40 to 69,Amador County,0,0,3,0,4,7,6,0
70267,Male,Black,40 to 69,Butte County,6,3,8,0,5,22,81,0
70268,Male,Black,40 to 69,Calaveras County,1,0,0,0,0,1,3,0
70269,Male,Black,40 to 69,Colusa County,0,0,0,0,2,2,6,0
70270,Male,Black,40 to 69,Contra Costa County,174,256,249,15,182,876,1054,0
70271,Male,Black,40 to 69,Del Norte County,0,0,0,0,0,0,5,0
70272,Male,Black,40 to 69,El Dorado County,5,2,2,0,3,12,15,0
70273,Male,Black,40 to 69,Fresno County,138,55,150,19,95,457,926,0
70274,Male,Black,40 to 69,Glenn County,0,1,0,0,3,4,10,0
70275,Male,Black,40 to 69,Humboldt County,1,1,3,3,1,9,37,0
70276,Male,Black,40 to 69,Imperial County,13,11,13,1,7,45,71,0
70277,Male,Black,40 to 69,Inyo County,0,0,0,0,0,0,2,0
70278,Male,Black,40 to 69,Kern County,143,120,128,13,51,455,753,0
70279,Male,Black,40 to 69,Kings County,6,2,4,0,9,21,67,0
70280,Male,Black,40 to 69,Lake County,4,1,4,1,3,13,33,0
70281,Male,Black,40 to 69,Lassen County,1,0,0,0,1,2,4,0
70282,Male,Black,40 to 69,Los Angeles County,2074,1594,3475,183,1275,8601,14797,0
70283,Male,Black,40 to 69,Madera County,5,2,6,1,7,21,35,0
70284,Male,Black,40 to 69,Marin County,16,13,29,2,20,80,108,0
70285,Male,Black,40 to 69,Mariposa County,0,0,2,0,0,2,0,0
70286,Male,Black,40 to 69,Mendocino County,3,0,7,0,0,10,17,0
70287,Male,Black,40 to 69,Merced County,30,21,23,0,16,90,207,0
70288,Male,Black,40 to 69,Modoc County,0,0,0,0,0,0,1,0
70289,Male,Black,40 to 69,Mono County,0,0,0,0,0,0,1,0
70290,Male,Black,40 to 69,Monterey County,20,12,32,3,16,83,173,0
70291,Male,Black,40 to 69,Napa County,3,9,2,1,2,17,27,0
70292,Male,Black,40 to 69,Nevada County,0,0,0,0,1,1,6,0
70293,Male,Black,40 to 69,Orange County,63,68,76,10,34,251,593,0
70294,Male,Black,40 to 69,Placer County,4,6,4,0,12,26,52,0
70295,Male,Black,40 to 69,Plumas County,0,0,0,0,0,0,2,0
70296,Male,Black,40 to 69,Riverside County,202,126,169,20,113,630,914,0
70297,Male,Black,40 to 69,Sacramento County,412,319,433,75,228,1467,1939,0
70298,Male,Black,40 to 69,San Benito County,3,0,0,0,0,3,4,0
70299,Male,Black,40 to 69,San Bernardino County,313,258,384,41,160,1156,1682,0
70300,Male,Black,40 to 69,San Diego County,343,191,565,22,182,1303,2732,0
70301,Male,Black,40 to 69,San Francisco County,459,446,1508,6,500,2919,1805,0
70302,Male,Black,40 to 69,San Joaquin County,155,104,114,9,114,496,825,0
70303,Male,Black,40 to 69,San Luis Obispo County,15,2,5,7,5,34,200,0
70304,Male,Black,40 to 69,San Mateo County,35,68,76,3,28,210,375,0
70305,Male,Black,40 to 69,Santa Barbara County,24,8,11,1,9,53,379,0
70306,Male,Black,40 to 69,Santa Clara County,95,96,113,17,74,395,758,0
70307,Male,Black,40 to 69,Santa Cruz County,6,5,12,1,6,30,128,0
70308,Male,Black,40 to 69,Shasta County,6,3,5,1,6,21,42,0
70309,Male,Black,40 to 69,Sierra County,0,0,0,0,0,0,1,0
70310,Male,Black,40 to 69,Siskiyou County,2,0,3,0,0,5,10,0
70311,Male,Black,40 to 69,Solano County,115,67,93,2,54,331,627,0
70312,Male,Black,40 to 69,Sonoma County,22,18,31,2,11,84,233,0
70313,Male,Black,40 to 69,Stanislaus County,39,24,47,3,31,144,217,0
70314,Male,Black,40 to 69,Sutter County,4,2,1,1,2,10,46,0
70315,Male,Black,40 to 69,Tehama County,0,1,3,0,1,5,15,0
70316,Male,Black,40 to 69,Trinity County,0,1,1,0,0,2,4,0
70317,Male,Black,40 to 69,Tulare County,33,11,25,1,10,80,130,0
70318,Male,Black,40 to 69,Tuolumne County,0,0,0,0,0,0,3,0
70319,Male,Black,40 to 69,Ventura County,21,24,20,1,20,86,204,0
70320,Male,Black,40 to 69,Yolo County,19,13,15,0,14,61,91,0
70321,Male,Black,40 to 69,Yuba County,4,5,10,1,2,22,37,0
70322,Male,Black,70 and over,Alameda County,5,1,4,1,1,12,35,0
70323,Male,Black,70 and over,Butte County,0,0,0,0,0,0,2,0
70324,Male,Black,70 and over,Colusa County,0,0,0,0,0,0,1,0
70325,Male,Black,70 and over,Contra Costa County,3,2,3,0,0,8,9,0
70326,Male,Black,70 and over,El Dorado County,0,0,0,0,0,0,0,0
70327,Male,Black,70 and over,Fresno County,0,1,1,0,1,3,9,0
70328,Male,Black,70 and over,Imperial County,0,0,0,0,0,0,1,0
70329,Male,Black,70 and over,Kern County,1,0,0,0,0,1,15,0
70330,Male,Black,70 and over,Lake County,0,0,0,0,1,1,0,0
70331,Male,Black,70 and over,Los Angeles County,33,13,22,3,15,86,190,0
70332,Male,Black,70 and over,Madera County,0,0,0,0,0,0,3,0
70333,Male,Black,70 and over,Marin County,0,0,0,0,0,0,1,0
70334,Male,Black,70 and over,Mendocino County,0,0,0,0,0,0,1,0
70335,Male,Black,70 and over,Merced County,2,0,0,0,0,2,8,0
70336,Male,Black,70 and over,Monterey County,0,0,0,0,0,0,3,0
70337,Male,Black,70 and over,Orange County,0,0,0,0,0,0,2,0
70338,Male,Black,70 and over,Riverside County,3,0,1,1,3,8,8,0
70339,Male,Black,70 and over,Sacramento County,2,1,2,1,2,8,15,0
70340,Male,Black,70 and over,San Bernardino County,5,0,1,0,1,7,15,0
70341,Male,Black,70 and over,San Diego County,7,1,4,0,1,13,25,0
70342,Male,Black,70 and over,San Francisco County,3,6,3,0,4,16,16,0
70343,Male,Black,70 and over,San Joaquin County,2,1,2,0,0,5,9,0
70344,Male,Black,70 and over,San Luis Obispo County,0,0,0,0,0,0,2,0
70345,Male,Black,70 and over,San Mateo County,0,0,0,1,0,1,6,0
70346,Male,Black,70 and over,Santa Barbara County,0,0,0,0,0,0,5,0
70347,Male,Black,70 and over,Santa Clara County,0,0,1,1,1,3,10,0
70348,Male,Black,70 and over,Shasta County,0,0,0,0,0,0,1,0
70349,Male,Black,70 and over,Solano County,2,0,1,0,1,4,8,0
70350,Male,Black,70 and over,Sonoma County,1,0,0,0,0,1,2,0
70351,Male,Black,70 and over,Stanislaus County,0,0,0,0,0,0,1,0
70352,Male,Black,70 and over,Tulare County,0,0,0,0,0,0,0,0
70353,Male,Black,70 and over,Ventura County,1,0,0,0,0,1,1,0
70354,Male,Black,70 and over,Yolo County,0,0,0,0,0,0,2,0
70355,Male,Hispanic,Under 18,Alameda County,146,204,80,13,176,619,642,42
70356,Male,Hispanic,Under 18,Amador County,2,1,0,0,0,3,3,0
70357,Male,Hispanic,Under 18,Butte County,14,14,1,2,19,50,109,0
70358,Male,Hispanic,Under 18,Calaveras County,1,2,2,0,0,5,12,0
70359,Male,Hispanic,Under 18,Colusa County,4,2,2,1,2,11,24,0
70360,Male,Hispanic,Under 18,Contra Costa County,110,98,55,4,53,320,401,14
70361,Male,Hispanic,Under 18,Del Norte County,0,0,0,0,0,0,2,0
70362,Male,Hispanic,Under 18,El Dorado County,9,7,3,1,7,27,66,0
70363,Male,Hispanic,Under 18,Fresno County,234,382,50,18,298,982,1932,114
70364,Male,Hispanic,Under 18,Glenn County,2,4,2,0,10,18,23,17
70365,Male,Hispanic,Under 18,Humboldt County,1,3,2,0,3,9,32,11
70366,Male,Hispanic,Under 18,Imperial County,17,89,20,1,39,166,517,48
70367,Male,Hispanic,Under 18,Inyo County,0,0,0,0,0,0,4,0
70368,Male,Hispanic,Under 18,Kern County,136,312,39,11,206,704,1108,139
70369,Male,Hispanic,Under 18,Kings County,26,47,13,5,22,113,356,144
70370,Male,Hispanic,Under 18,Lake County,3,8,0,0,5,16,27,2
70371,Male,Hispanic,Under 18,Lassen County,0,1,0,0,0,1,12,1
70372,Male,Hispanic,Under 18,Los Angeles County,2006,2238,739,179,2765,7927,11102,5654
70373,Male,Hispanic,Under 18,Madera County,24,78,12,8,79,201,207,2
70374,Male,Hispanic,Under 18,Marin County,26,22,9,1,24,82,323,61
70375,Male,Hispanic,Under 18,Mariposa County,0,0,1,0,0,1,5,0
70376,Male,Hispanic,Under 18,Mendocino County,12,14,4,0,12,42,99,0
70377,Male,Hispanic,Under 18,Merced County,86,130,22,12,150,400,630,236
70378,Male,Hispanic,Under 18,Modoc County,3,0,0,1,1,5,5,5
70379,Male,Hispanic,Under 18,Mono County,0,0,0,0,0,0,4,0
70380,Male,Hispanic,Under 18,Monterey County,132,172,37,15,129,485,1032,121
70381,Male,Hispanic,Under 18,Napa County,13,42,8,3,24,90,108,36
70382,Male,Hispanic,Under 18,Nevada County,1,5,3,0,4,13,28,9
70383,Male,Hispanic,Under 18,Orange County,510,764,225,53,716,2268,3893,633
70384,Male,Hispanic,Under 18,Placer County,16,34,9,1,21,81,131,22
70385,Male,Hispanic,Under 18,Plumas County,0,1,0,0,0,1,1,0
70386,Male,Hispanic,Under 18,Riverside County,293,618,136,16,524,1587,1946,912
70387,Male,Hispanic,Under 18,Sacramento County,118,198,69,5,97,487,679,63
70388,Male,Hispanic,Under 18,San Benito County,24,23,4,1,30,82,167,20
70389,Male,Hispanic,Under 18,San Bernardino County,355,539,166,43,456,1559,4244,570
70390,Male,Hispanic,Under 18,San Diego County,503,664,131,30,632,1960,3324,1459
70391,Male,Hispanic,Under 18,San Francisco County,0,0,0,0,0,0,1,0
70392,Male,Hispanic,Under 18,San Joaquin County,156,232,55,8,144,595,1262,16
70393,Male,Hispanic,Under 18,San Luis Obispo County,9,46,7,2,15,79,156,17
70394,Male,Hispanic,Under 18,San Mateo County,72,98,33,5,82,290,488,277
70395,Male,Hispanic,Under 18,Santa Barbara County,72,109,36,6,118,341,973,179
70396,Male,Hispanic,Under 18,Santa Clara County,293,406,142,69,460,1370,3139,571
70397,Male,Hispanic,Under 18,Santa Cruz County,57,74,12,3,175,321,503,88
70398,Male,Hispanic,Under 18,Shasta County,2,6,0,0,2,10,37,27
70399,Male,Hispanic,Under 18,Siskiyou County,2,7,0,1,1,11,13,2
70400,Male,Hispanic,Under 18,Solano County,43,74,18,1,50,186,416,88
70401,Male,Hispanic,Under 18,Sonoma County,61,100,27,7,110,305,669,70
70402,Male,Hispanic,Under 18,Stanislaus County,126,210,40,10,122,508,710,46
70403,Male,Hispanic,Under 18,Sutter County,9,23,1,3,5,41,96,33
70404,Male,Hispanic,Under 18,Tehama County,3,13,1,1,5,23,49,7
70405,Male,Hispanic,Under 18,Trinity County,0,0,0,0,0,0,6,0
70406,Male,Hispanic,Under 18,Tulare County,171,222,37,8,192,630,1111,135
70407,Male,Hispanic,Under 18,Tuolumne County,0,2,1,0,0,3,8,0
70408,Male,Hispanic,Under 18,Ventura County,134,189,46,7,212,588,2056,1085
70409,Male,Hispanic,Under 18,Yolo County,43,63,12,0,41,159,222,20
70410,Male,Hispanic,Under 18,Yuba County,4,7,3,0,7,21,43,0
70411,Male,Hispanic,18 to 19,Alameda County,105,114,66,8,85,378,626,0
70412,Male,Hispanic,18 to 19,Amador County,0,0,0,0,1,1,7,0
70413,Male,Hispanic,18 to 19,Butte County,8,5,8,0,7,28,74,0
